"subject_id","subject_type","activity_type","test_type","meanOfMeasurements"
"1","train","standing","tBodyAccJerkMag-std()",-0.515922167555159
"1","train","standing","tBodyGyroMag-mean()",-0.475404785802305
"1","train","standing","tBodyGyroMag-std()",-0.499839593745821
"1","train","standing","tBodyGyroJerkMag-mean()",-0.639517432642651
"1","train","standing","tBodyGyroJerkMag-std()",-0.652050770910663
"1","train","standing","fBodyAcc-mean()-X",-0.531895161258213
"1","train","standing","fBodyAcc-mean()-Y",-0.406435448904438
"1","train","standing","fBodyAcc-mean()-Z",-0.596411165253602
"1","train","standing","fBodyAcc-std()-X",-0.553060616663401
"1","train","standing","fBodyAcc-std()-Y",-0.390150939647061
"1","train","standing","fBodyAcc-std()-Z",-0.498583091676081
"1","train","standing","fBodyAcc-meanFreq()-X",-0.180558714010749
"1","train","standing","fBodyAcc-meanFreq()-Y",0.0576291646962536
"1","train","standing","fBodyAcc-meanFreq()-Z",0.0583692776609798
"1","train","standing","fBodyAccJerk-mean()-X",-0.547348892435764
"1","train","standing","fBodyAccJerk-mean()-Y",-0.507343617969859
"1","train","standing","fBodyAccJerk-mean()-Z",-0.695305113832853
"1","train","standing","fBodyAccJerk-std()-X",-0.543979776127867
"1","train","standing","fBodyAccJerk-std()-Y",-0.466251676533372
"1","train","standing","fBodyAccJerk-std()-Z",-0.737861932680115
"1","train","standing","fBodyAccJerk-meanFreq()-X",-0.0488005965884726
"1","train","standing","fBodyAccJerk-meanFreq()-Y",-0.21527915818415
"1","train","standing","fBodyAccJerk-meanFreq()-Z",-0.0964496376997118
"1","train","standing","fBodyGyro-mean()-X",-0.623219182311527
"1","train","standing","fBodyGyro-mean()-Y",-0.505309434070029
"1","train","standing","fBodyGyro-mean()-Z",-0.553529065425648
"1","train","standing","fBodyGyro-std()-X",-0.708263420861671
"1","train","standing","fBodyGyro-std()-Y",-0.429825832648703
"1","train","standing","fBodyGyro-std()-Z",-0.650476162132565
"1","train","standing","fBodyGyro-meanFreq()-X",-0.0320324102759078
"1","train","standing","fBodyGyro-meanFreq()-Y",-0.0901517235974063
"1","train","standing","fBodyGyro-meanFreq()-Z",-0.0180063943472334
"1","train","standing","fBodyAccMag-mean()",-0.478448523354179
"1","train","standing","fBodyAccMag-std()",-0.589710231217867
"1","train","standing","fBodyAccMag-meanFreq()",0.142062162506138
"1","train","standing","fBodyBodyAccJerkMag-mean()",-0.499075765624092
"1","train","standing","fBodyBodyAccJerkMag-std()",-0.541823079570029
"1","train","standing","fBodyBodyAccJerkMag-meanFreq()",0.200055179527839
"1","train","standing","fBodyBodyGyroMag-mean()",-0.535002770337752
"1","train","standing","fBodyBodyGyroMag-std()",-0.566576670397695
"1","train","standing","fBodyBodyGyroMag-meanFreq()",0.0649309438160231
"1","train","standing","fBodyBodyGyroJerkMag-mean()",-0.645970655298847
"1","train","standing","fBodyBodyGyroJerkMag-std()",-0.685811262634006
"1","train","standing","fBodyBodyGyroJerkMag-meanFreq()",0.198031580056455
"1","train","standing","angle(tBodyAccMean,gravity)",0.0376077057057925
"1","train","standing","angle(tBodyAccJerkMean),gravityMean)",0.00901810943544669
"1","train","standing","angle(tBodyGyroMean,gravityMean)",-0.0134509534112392
"1","train","standing","angle(tBodyGyroJerkMean,gravityMean)",-0.0016303535815562
"1","train","standing","angle(X,gravityMean)",-0.535773765244957
"1","train","standing","angle(Y,gravityMean)",0.122790250801441
"1","train","standing","angle(Z,gravityMean)",-0.0390790177233429
"2","test","laying","tBodyAcc-mean()-X",0.281373403958333
"2","test","laying","tBodyAcc-mean()-Y",-0.0181587397583333
"2","test","laying","tBodyAcc-mean()-Z",-0.107245610416667
"2","test","laying","tBodyAcc-std()-X",-0.974059464791667
"2","test","laying","tBodyAcc-std()-Y",-0.98027739875
"2","test","laying","tBodyAcc-std()-Z",-0.984233296875
"2","test","laying","tGravityAcc-mean()-X",-0.509754238125
"2","test","laying","tGravityAcc-mean()-Y",0.752536639375
"2","test","laying","tGravityAcc-mean()-Z",0.646834879583333
"2","test","laying","tGravityAcc-std()-X",-0.959014441458333
"2","test","laying","tGravityAcc-std()-Y",-0.988211865208333
"2","test","laying","tGravityAcc-std()-Z",-0.984230418125
"2","test","laying","tBodyAccJerk-mean()-X",0.0825972511666667
"2","test","laying","tBodyAccJerk-mean()-Y",0.012254788451875
"2","test","laying","tBodyAccJerk-mean()-Z",-0.00180264895625
"2","test","laying","tBodyAccJerk-std()-X",-0.98587216875
"2","test","laying","tBodyAccJerk-std()-Y",-0.98317254125
"2","test","laying","tBodyAccJerk-std()-Z",-0.988442014375
"2","test","laying","tBodyGyro-mean()-X",-0.01847660675
"2","test","laying","tBodyGyro-mean()-Y",-0.111800824583333
"2","test","laying","tBodyGyro-mean()-Z",0.144882846104167
"2","test","laying","tBodyGyro-std()-X",-0.988275232916667
"2","test","laying","tBodyGyro-std()-Y",-0.982291608958333
"2","test","laying","tBodyGyro-std()-Z",-0.960306560416667
"2","test","laying","tBodyGyroJerk-mean()-X",-0.101974134208333
"2","test","laying","tBodyGyroJerk-mean()-Y",-0.0358590176083333
"2","test","laying","tBodyGyroJerk-mean()-Z",-0.0701783020833333
"2","test","laying","tBodyGyroJerk-std()-X",-0.993235849166667
"2","test","laying","tBodyGyroJerk-std()-Y",-0.989567537916667
"2","test","laying","tBodyGyroJerk-std()-Z",-0.98803582125
"2","test","laying","tBodyAccMag-mean()",-0.977435485208333
"2","test","laying","tBodyAccMag-std()",-0.972873912916667
"2","test","laying","tGravityAccMag-mean()",-0.977435485208333
"2","test","laying","tGravityAccMag-std()",-0.972873912916667
"2","test","laying","tBodyAccJerkMag-mean()",-0.987741696041667
"2","test","laying","tBodyAccJerkMag-std()",-0.98551807625
"2","test","laying","tBodyGyroMag-mean()",-0.950011569583333
"2","test","laying","tBodyGyroMag-std()",-0.961164053958333
"2","test","laying","tBodyGyroJerkMag-mean()",-0.991767074166667
"2","test","laying","tBodyGyroJerkMag-std()",-0.989718095208333
"2","test","laying","fBodyAcc-mean()-X",-0.976725059791667
"2","test","laying","fBodyAcc-mean()-Y",-0.979800877916667
"2","test","laying","fBodyAcc-mean()-Z",-0.984380981875
"2","test","laying","fBodyAcc-std()-X",-0.973246482083333
"2","test","laying","fBodyAcc-std()-Y",-0.981025105625
"2","test","laying","fBodyAcc-std()-Z",-0.984792185
"2","test","laying","fBodyAcc-meanFreq()-X",-0.146482792591667
"2","test","laying","fBodyAcc-meanFreq()-Y",0.2572894655
"2","test","laying","fBodyAcc-meanFreq()-Z",0.402532553395833
"2","test","laying","fBodyAccJerk-mean()-X",-0.985813630833333
"2","test","laying","fBodyAccJerk-mean()-Y",-0.982768250416667
"2","test","laying","fBodyAccJerk-mean()-Z",-0.986197134583333
"2","test","laying","fBodyAccJerk-std()-X",-0.987250255833333
"2","test","laying","fBodyAccJerk-std()-Y",-0.984987392916667
"2","test","laying","fBodyAccJerk-std()-Z",-0.989345368541667
"2","test","laying","fBodyAccJerk-meanFreq()-X",0.159808328563875
"2","test","laying","fBodyAccJerk-meanFreq()-Y",0.1212064240125
"2","test","laying","fBodyAccJerk-meanFreq()-Z",0.190558218145833
"2","test","laying","fBodyGyro-mean()-X",-0.9864311425
"2","test","laying","fBodyGyro-mean()-Y",-0.983321635416667
"2","test","laying","fBodyGyro-mean()-Z",-0.9626718875
"2","test","laying","fBodyGyro-std()-X",-0.988860685833333
"2","test","laying","fBodyGyro-std()-Y",-0.981910616458333
"2","test","laying","fBodyGyro-std()-Z",-0.963174222291667
"2","test","laying","fBodyGyro-meanFreq()-X",0.10261131938125
"2","test","laying","fBodyGyro-meanFreq()-Y",0.04228066839375
"2","test","laying","fBodyGyro-meanFreq()-Z",0.0552985986479167
"2","test","laying","fBodyAccMag-mean()",-0.975110196458333
"2","test","laying","fBodyAccMag-std()",-0.975121387916667
"2","test","laying","fBodyAccMag-meanFreq()",0.2662982125
"2","test","laying","fBodyBodyAccJerkMag-mean()",-0.985374114791667
"2","test","laying","fBodyBodyAccJerkMag-std()",-0.984568489166667
"2","test","laying","fBodyBodyAccJerkMag-meanFreq()",0.3417585745
"2","test","laying","fBodyBodyGyroMag-mean()",-0.972112972708333
"2","test","laying","fBodyBodyGyroMag-std()",-0.96109837875
"2","test","laying","fBodyBodyGyroMag-meanFreq()",0.01856447223125
"2","test","laying","fBodyBodyGyroJerkMag-mean()",-0.990248702291667
"2","test","laying","fBodyBodyGyroJerkMag-std()",-0.989492660416667
"2","test","laying","fBodyBodyGyroJerkMag-meanFreq()",0.264801505395833
"2","test","laying","angle(tBodyAccMean,gravity)",0.005791809625
"2","test","laying","angle(tBodyAccJerkMean),gravityMean)",-0.00635557646875
"2","test","laying","angle(tBodyGyroMean,gravityMean)",0.0652860108125
"2","test","laying","angle(tBodyGyroJerkMean,gravityMean)",-0.0293710088554167
"2","test","laying","angle(X,gravityMean)",0.617423415625
"2","test","laying","angle(Y,gravityMean)",-0.519732551458333
"2","test","laying","angle(Z,gravityMean)",-0.478928233958333
"2","test","sitting","tBodyAcc-mean()-X",0.27708735173913
"2","test","sitting","tBodyAcc-mean()-Y",-0.0156879937282609
"2","test","sitting","tBodyAcc-mean()-Z",-0.109218272456522
"2","test","sitting","tBodyAcc-std()-X",-0.986822279565217
"2","test","sitting","tBodyAcc-std()-Y",-0.950704499130435
"2","test","sitting","tBodyAcc-std()-Z",-0.95982817173913
"2","test","sitting","tGravityAcc-mean()-X",0.940477273043478
"2","test","sitting","tGravityAcc-mean()-Y",-0.105630024498783
"2","test","sitting","tGravityAcc-mean()-Z",0.19872676876087
"2","test","sitting","tGravityAcc-std()-X",-0.979988760869565
"2","test","sitting","tGravityAcc-std()-Y",-0.956750273043478
"2","test","sitting","tGravityAcc-std()-Z",-0.954415873043478
"2","test","sitting","tBodyAccJerk-mean()-X",0.0722564387173913
"2","test","sitting","tBodyAccJerk-mean()-Y",0.0116954511323913
"2","test","sitting","tBodyAccJerk-mean()-Z",0.00760546929869565
"2","test","sitting","tBodyAccJerk-std()-X",-0.988055854130435
"2","test","sitting","tBodyAccJerk-std()-Y",-0.977983955434783
"2","test","sitting","tBodyAccJerk-std()-Z",-0.98751821173913
"2","test","sitting","tBodyGyro-mean()-X",-0.0454706620434783
"2","test","sitting","tBodyGyro-mean()-Y",-0.0599286797043478
"2","test","sitting","tBodyGyro-mean()-Z",0.0412277462173913
"2","test","sitting","tBodyGyro-std()-X",-0.985742027826087
"2","test","sitting","tBodyGyro-std()-Y",-0.978919526956522
"2","test","sitting","tBodyGyro-std()-Z",-0.959803708695652
"2","test","sitting","tBodyGyroJerk-mean()-X",-0.0936328412826087
"2","test","sitting","tBodyGyroJerk-mean()-Y",-0.0415602029130435
"2","test","sitting","tBodyGyroJerk-mean()-Z",-0.04358509665
"2","test","sitting","tBodyGyroJerk-std()-X",-0.989709023043478
"2","test","sitting","tBodyGyroJerk-std()-Y",-0.990889614782609
"2","test","sitting","tBodyGyroJerk-std()-Z",-0.985542325652174
"2","test","sitting","tBodyAccMag-mean()",-0.967893623913043
"2","test","sitting","tBodyAccMag-std()",-0.953081444130435
"2","test","sitting","tGravityAccMag-mean()",-0.967893623913043
"2","test","sitting","tGravityAccMag-std()",-0.953081444130435
"2","test","sitting","tBodyAccJerkMag-mean()",-0.986774713043478
"2","test","sitting","tBodyAccJerkMag-std()",-0.984475868043478
"2","test","sitting","tBodyGyroMag-mean()",-0.946035087173913
"2","test","sitting","tBodyGyroMag-std()",-0.961313624130435
"2","test","sitting","tBodyGyroJerkMag-mean()",-0.991081493913043
"2","test","sitting","tBodyGyroJerkMag-std()",-0.989594919565217
"2","test","sitting","fBodyAcc-mean()-X",-0.985803840652174
"2","test","sitting","fBodyAcc-mean()-Y",-0.957343498478261
"2","test","sitting","fBodyAcc-mean()-Z",-0.970162172608696
"2","test","sitting","fBodyAcc-std()-X",-0.98736209
"2","test","sitting","fBodyAcc-std()-Y",-0.950073754130435
"2","test","sitting","fBodyAcc-std()-Z",-0.956862864130435
"2","test","sitting","fBodyAcc-meanFreq()-X",0.08519282071
"2","test","sitting","fBodyAcc-meanFreq()-Y",0.150193956163043
"2","test","sitting","fBodyAcc-meanFreq()-Z",0.0960646759586957
"2","test","sitting","fBodyAccJerk-mean()-X",-0.987848793695652
"2","test","sitting","fBodyAccJerk-mean()-Y",-0.977139702826087
"2","test","sitting","fBodyAccJerk-mean()-Z",-0.985129050217391
"2","test","sitting","fBodyAccJerk-std()-X",-0.989459107391304
"2","test","sitting","fBodyAccJerk-std()-Y",-0.980804228478261
"2","test","sitting","fBodyAccJerk-std()-Z",-0.988570804130435
"2","test","sitting","fBodyAccJerk-meanFreq()-X",0.305546818084783
"2","test","sitting","fBodyAccJerk-meanFreq()-Y",0.0262448647134783
"2","test","sitting","fBodyAccJerk-meanFreq()-Z",0.0929030630369565
"2","test","sitting","fBodyGyro-mean()-X",-0.982621389565217
"2","test","sitting","fBodyGyro-mean()-Y",-0.982100923695652
"2","test","sitting","fBodyGyro-mean()-Z",-0.959814822391304
"2","test","sitting","fBodyGyro-std()-X",-0.986808501521739
"2","test","sitting","fBodyGyro-std()-Y",-0.977356188695652
"2","test","sitting","fBodyGyro-std()-Z",-0.963522659782609
"2","test","sitting","fBodyGyro-meanFreq()-X",0.130523120891304
"2","test","sitting","fBodyGyro-meanFreq()-Y",-0.192142737913043
"2","test","sitting","fBodyGyro-meanFreq()-Z",0.0409472348676087
"2","test","sitting","fBodyAccMag-mean()",-0.96127374826087
"2","test","sitting","fBodyAccMag-std()",-0.955575602173913
"2","test","sitting","fBodyAccMag-meanFreq()",0.130934202854348
"2","test","sitting","fBodyBodyAccJerkMag-mean()",-0.983874698913043
"2","test","sitting","fBodyBodyAccJerkMag-std()",-0.984124185869565
"2","test","sitting","fBodyBodyAccJerkMag-meanFreq()",0.280062423956522
"2","test","sitting","fBodyBodyGyroMag-mean()",-0.971840596086956
"2","test","sitting","fBodyBodyGyroMag-std()",-0.961385745217391
"2","test","sitting","fBodyBodyGyroMag-meanFreq()",-0.106358909173913
"2","test","sitting","fBodyBodyGyroJerkMag-mean()",-0.989861950869565
"2","test","sitting","fBodyBodyGyroJerkMag-std()",-0.989632908913043
"2","test","sitting","fBodyBodyGyroJerkMag-meanFreq()",0.1947221493
"2","test","sitting","angle(tBodyAccMean,gravity)",0.0395284311165435
"2","test","sitting","angle(tBodyAccJerkMean),gravityMean)",-0.00339286689565217
"2","test","sitting","angle(tBodyGyroMean,gravityMean)",0.0209731695434783
"2","test","sitting","angle(tBodyGyroJerkMean,gravityMean)",-0.0762041966043478
"2","test","sitting","angle(X,gravityMean)",-0.774436094565217
"2","test","sitting","angle(Y,gravityMean)",0.155857278304348
"2","test","sitting","angle(Z,gravityMean)",-0.118224398621739
"2","test","standing","tBodyAcc-mean()-X",0.277911472222222
"2","test","standing","tBodyAcc-mean()-Y",-0.0184208270166667
"2","test","standing","tBodyAcc-mean()-Z",-0.105908536055556
"2","test","standing","tBodyAcc-std()-X",-0.987271889259259
"2","test","standing","tBodyAcc-std()-Y",-0.957304989259259
"2","test","standing","tBodyAcc-std()-Z",-0.949741851296296
"2","test","standing","tGravityAcc-mean()-X",0.896928566851852
"2","test","standing","tGravityAcc-mean()-Y",-0.370062696851852
"2","test","standing","tGravityAcc-mean()-Z",0.129747161222222
"2","test","standing","tGravityAcc-std()-X",-0.986685818703704
"2","test","standing","tGravityAcc-std()-Y",-0.97419442037037
"2","test","standing","tGravityAcc-std()-Z",-0.945927078703704
"2","test","standing","tBodyAccJerk-mean()-X",0.0747588597592593
"2","test","standing","tBodyAccJerk-mean()-Y",0.0103291774794444
"2","test","standing","tBodyAccJerk-mean()-Z",-0.00837158846722222
"2","test","standing","tBodyAccJerk-std()-X",-0.981085715555556
"2","test","standing","tBodyAccJerk-std()-Y",-0.97105943962963
"2","test","standing","tBodyAccJerk-std()-Z",-0.982841446481482
"2","test","standing","tBodyGyro-mean()-X",-0.0238623875712963
"2","test","standing","tBodyGyro-mean()-Y",-0.0820396577592593
"2","test","standing","tBodyGyro-mean()-Z",0.0878351695481481
"2","test","standing","tBodyGyro-std()-X",-0.972998629814815
"2","test","standing","tBodyGyro-std()-Y",-0.971441996481481
"2","test","standing","tBodyGyro-std()-Z",-0.964856701851852
"2","test","standing","tBodyGyroJerk-mean()-X",-0.105562157888889
"2","test","standing","tBodyGyroJerk-mean()-Y",-0.042241953537037
"2","test","standing","tBodyGyroJerk-mean()-Z",-0.0546539479425926
"2","test","standing","tBodyGyroJerk-std()-X",-0.979324000740741
"2","test","standing","tBodyGyroJerk-std()-Y",-0.983447258518519
"2","test","standing","tBodyGyroJerk-std()-Z",-0.973610118333333
"2","test","standing","tBodyAccMag-mean()",-0.965875181296296
"2","test","standing","tBodyAccMag-std()",-0.957874965
"2","test","standing","tGravityAccMag-mean()",-0.965875181296296
"2","test","standing","tGravityAccMag-std()",-0.957874965
"2","test","standing","tBodyAccJerkMag-mean()",-0.980489077407407
"2","test","standing","tBodyAccJerkMag-std()",-0.976675280185185
"2","test","standing","tBodyGyroMag-mean()",-0.963466341851852
"2","test","standing","tBodyGyroMag-std()",-0.95394338037037
"2","test","standing","tBodyGyroJerkMag-mean()",-0.983951904259259
"2","test","standing","tBodyGyroJerkMag-std()",-0.977204427777778
"2","test","standing","fBodyAcc-mean()-X",-0.983946739814815
"2","test","standing","fBodyAcc-mean()-Y",-0.959871697407407
"2","test","standing","fBodyAcc-mean()-Z",-0.962471195740741
"2","test","standing","fBodyAcc-std()-X",-0.989056469814815
"2","test","standing","fBodyAcc-std()-Y",-0.957908842222222
"2","test","standing","fBodyAcc-std()-Z",-0.946433583518518
"2","test","standing","fBodyAcc-meanFreq()-X",0.108519182924074
"2","test","standing","fBodyAcc-meanFreq()-Y",0.0623378066683333
"2","test","standing","fBodyAcc-meanFreq()-Z",0.104462499601852
"2","test","standing","fBodyAccJerk-mean()-X",-0.980973241666667
"2","test","standing","fBodyAccJerk-mean()-Y",-0.970851337962963
"2","test","standing","fBodyAccJerk-mean()-Z",-0.979775152037037
"2","test","standing","fBodyAccJerk-std()-X",-0.983007923703704
"2","test","standing","fBodyAccJerk-std()-Y",-0.973520241111111
"2","test","standing","fBodyAccJerk-std()-Z",-0.984599905185185
"2","test","standing","fBodyAccJerk-meanFreq()-X",0.331449281481482
"2","test","standing","fBodyAccJerk-meanFreq()-Y",-0.0569368291814815
"2","test","standing","fBodyAccJerk-meanFreq()-Z",0.0396498183462963
"2","test","standing","fBodyGyro-mean()-X",-0.967037112037037
"2","test","standing","fBodyGyro-mean()-Y",-0.972576152962963
"2","test","standing","fBodyGyro-mean()-Z",-0.960627696111111
"2","test","standing","fBodyGyro-std()-X",-0.97498812462963
"2","test","standing","fBodyGyro-std()-Y",-0.97103605037037
"2","test","standing","fBodyGyro-std()-Z",-0.969754295740741
"2","test","standing","fBodyGyro-meanFreq()-X",-0.107416045074074
"2","test","standing","fBodyGyro-meanFreq()-Y",-0.171160370096296
"2","test","standing","fBodyGyro-meanFreq()-Z",0.000226810610740739
"2","test","standing","fBodyAccMag-mean()",-0.964052166481482
"2","test","standing","fBodyAccMag-std()",-0.960519381481482
"2","test","standing","fBodyAccMag-meanFreq()",0.119649963903704
"2","test","standing","fBodyBodyAccJerkMag-mean()",-0.977065295555556
"2","test","standing","fBodyBodyAccJerkMag-std()",-0.97516046
"2","test","standing","fBodyBodyAccJerkMag-meanFreq()",0.304871865218519
"2","test","standing","fBodyBodyGyroMag-mean()",-0.961775904814815
"2","test","standing","fBodyBodyGyroMag-std()",-0.956788725740741
"2","test","standing","fBodyBodyGyroMag-meanFreq()",-0.0661266045796296
"2","test","standing","fBodyBodyGyroJerkMag-mean()",-0.977849827407407
"2","test","standing","fBodyBodyGyroJerkMag-std()",-0.977754298148148
"2","test","standing","fBodyBodyGyroJerkMag-meanFreq()",0.160662823925926
"2","test","standing","angle(tBodyAccMean,gravity)",-0.013681915312963
"2","test","standing","angle(tBodyAccJerkMean),gravityMean)",0.0411822244577778
"2","test","standing","angle(tBodyGyroMean,gravityMean)",-0.0151035161722222
"2","test","standing","angle(tBodyGyroJerkMean,gravityMean)",0.11232464912963
"2","test","standing","angle(X,gravityMean)",-0.627180076111111
"2","test","standing","angle(Y,gravityMean)",0.337937911666667
"2","test","standing","angle(Z,gravityMean)",-0.0678959805833333
"2","test","walking","tBodyAcc-mean()-X",0.276426586440678
"2","test","walking","tBodyAcc-mean()-Y",-0.0185949199145763
"2","test","walking","tBodyAcc-mean()-Z",-0.105500357966102
"2","test","walking","tBodyAcc-std()-X",-0.423642838474576
"2","test","walking","tBodyAcc-std()-Y",-0.0780912533118644
"2","test","walking","tBodyAcc-std()-Z",-0.425257524915254
"2","test","walking","tGravityAcc-mean()-X",0.91301733338983
"2","test","walking","tGravityAcc-mean()-Y",-0.34660709
"2","test","walking","tGravityAcc-mean()-Z",0.0847270871186441
"2","test","walking","tGravityAcc-std()-X",-0.972693201355932
"2","test","walking","tGravityAcc-std()-Y",-0.972116879661017
"2","test","walking","tGravityAcc-std()-Z",-0.972072847627119
"2","test","walking","tBodyAccJerk-mean()-X",0.0618080696279661
"2","test","walking","tBodyAccJerk-mean()-Y",0.0182492679288136
"2","test","walking","tBodyAccJerk-mean()-Z",0.00789533706610169
"2","test","walking","tBodyAccJerk-std()-X",-0.277530462620339
"2","test","walking","tBodyAccJerk-std()-Y",-0.0166022362847458
"2","test","walking","tBodyAccJerk-std()-Z",-0.586090418983051
"2","test","walking","tBodyGyro-mean()-X",-0.0530258157347458
"2","test","walking","tBodyGyro-mean()-Y",-0.0482382316949153
"2","test","walking","tBodyGyro-mean()-Z",0.0828336633220339
"2","test","walking","tBodyGyro-std()-X",-0.561550255762712
"2","test","walking","tBodyGyro-std()-Y",-0.53845366779661
"2","test","walking","tBodyGyro-std()-Z",-0.481085535084746
"2","test","walking","tBodyGyroJerk-mean()-X",-0.0818833429152542
"2","test","walking","tBodyGyroJerk-mean()-Y",-0.0538299449067797
"2","test","walking","tBodyGyroJerk-mean()-Z",-0.0514939156830508
"2","test","walking","tBodyGyroJerk-std()-X",-0.389549831525424
"2","test","walking","tBodyGyroJerk-std()-Y",-0.634140436101695
"2","test","walking","tBodyGyroJerk-std()-Z",-0.435492677288136
"2","test","walking","tBodyAccMag-mean()",-0.290407593728814
"2","test","walking","tBodyAccMag-std()",-0.422544169322034
"2","test","walking","tGravityAccMag-mean()",-0.290407593728814
"2","test","walking","tGravityAccMag-std()",-0.422544169322034
"2","test","walking","tBodyAccJerkMag-mean()",-0.281424153881356
"2","test","walking","tBodyAccJerkMag-std()",-0.164150985127119
"2","test","walking","tBodyGyroMag-mean()",-0.446549092881356
"2","test","walking","tBodyGyroMag-std()",-0.553019916271186
"2","test","walking","tBodyGyroJerkMag-mean()",-0.547911950338983
"2","test","walking","tBodyGyroJerkMag-std()",-0.557798151355932
"2","test","walking","fBodyAcc-mean()-X",-0.346048161016949
"2","test","walking","fBodyAcc-mean()-Y",-0.0219048103322034
"2","test","walking","fBodyAcc-mean()-Z",-0.453806369830508
"2","test","walking","fBodyAcc-std()-X",-0.457651383728814
"2","test","walking","fBodyAcc-std()-Y",-0.16921968620339
"2","test","walking","fBodyAcc-std()-Z",-0.455222146440678
"2","test","walking","fBodyAcc-meanFreq()-X",-0.14579548970339
"2","test","walking","fBodyAcc-meanFreq()-Y",0.198586466508475
"2","test","walking","fBodyAcc-meanFreq()-Z",0.0688995208186441
"2","test","walking","fBodyAccJerk-mean()-X",-0.304615322881356
"2","test","walking","fBodyAccJerk-mean()-Y",-0.0787640836610169
"2","test","walking","fBodyAccJerk-mean()-Z",-0.554956709661017
"2","test","walking","fBodyAccJerk-std()-X",-0.31431306340678
"2","test","walking","fBodyAccJerk-std()-Y",-0.0153329520084746
"2","test","walking","fBodyAccJerk-std()-Z",-0.615898188474576
"2","test","walking","fBodyAccJerk-meanFreq()-X",-0.0727101584479661
"2","test","walking","fBodyAccJerk-meanFreq()-Y",-0.263574018186441
"2","test","walking","fBodyAccJerk-meanFreq()-Z",-0.254846438755932
"2","test","walking","fBodyGyro-mean()-X",-0.429713536101695
"2","test","walking","fBodyGyro-mean()-Y",-0.55477211220339
"2","test","walking","fBodyGyro-mean()-Z",-0.396659907457627
"2","test","walking","fBodyGyro-std()-X",-0.604053019152542
"2","test","walking","fBodyGyro-std()-Y",-0.533046952542373
"2","test","walking","fBodyGyro-std()-Z",-0.559856635084746
"2","test","walking","fBodyGyro-meanFreq()-X",0.00727967988474576
"2","test","walking","fBodyGyro-meanFreq()-Y",-0.0427009322372881
"2","test","walking","fBodyGyro-meanFreq()-Z",0.139752115269492
"2","test","walking","fBodyAccMag-mean()",-0.324289427932203
"2","test","walking","fBodyAccMag-std()",-0.577105211694915
"2","test","walking","fBodyAccMag-meanFreq()",0.393206208305085
"2","test","walking","fBodyBodyAccJerkMag-mean()",-0.169064352813559
"2","test","walking","fBodyBodyAccJerkMag-std()",-0.164091969449153
"2","test","walking","fBodyBodyAccJerkMag-meanFreq()",0.20750092670339
"2","test","walking","fBodyBodyGyroMag-mean()",-0.530704814745763
"2","test","walking","fBodyBodyGyroMag-std()",-0.651792839661017
"2","test","walking","fBodyBodyGyroMag-meanFreq()",0.305283825254237
"2","test","walking","fBodyBodyGyroJerkMag-mean()",-0.583249293389831
"2","test","walking","fBodyBodyGyroJerkMag-std()",-0.558104554745763
"2","test","walking","fBodyBodyGyroJerkMag-meanFreq()",0.126344614439492
